Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Age,Existing_Loans,Property_Area,Debt_to_Income,Loan_Status
Male,Yes,1,Not Graduate,No,37863,0,116.3,300.0,1.0,722,21,2,Semiurban,1.0238,N
Male,Yes,0,Not Graduate,No,32420,19203,,360.0,1.0,712,21,0,Rural,0.2491,Y
Male,Yes,1,Graduate,No,35017,20324,11.7,300.0,0.0,629,52,2,Semiurban,0.0705,N
Male,No,0,Graduate,No,89457,0,47.5,360.0,1.0,758,34,2,Rural,0.1475,Y
Female,Yes,0,Graduate,No,101849,11851,7.0,360.0,1.0,694,47,0,Semiurban,0.0171,Y
Female,No,0,Graduate,Yes,108824,0,46.4,360.0,1.0,755,35,2,Semiurban,0.1184,Y
Female,Yes,1,Graduate,No,76501,20037,4.3,360.0,0.0,570,21,1,Rural,0.0124,N
Male,Yes,1,Graduate,No,56002,15420,16.6,360.0,0.0,459,48,0,Urban,0.0646,Y
Male,Yes,0,Not Graduate,Yes,21674,16064,41.5,360.0,0.0,486,28,1,Rural,0.3055,N
Female,Yes,0,Graduate,Yes,40386,32970,25.3,240.0,1.0,500,44,0,Semiurban,0.1437,Y
Female,Yes,0,Not Graduate,Yes,130402,12603,8.3,360.0,1.0,850,48,2,Semiurban,0.0161,Y
,Yes,1,Graduate,No,35674,0,22.2,240.0,1.0,826,38,0,Rural,0.2593,Y
Male,Yes,2,Graduate,No,94568,41319,25.3,300.0,1.0,803,43,0,Semiurban,0.0621,Y
Female,Yes,0,Graduate,Yes,45593,26188,22.7,360.0,1.0,691,22,1,Semiurban,0.0878,Y
Male,Yes,0,Graduate,No,12000,10565,15.7,240.0,1.0,798,70,0,Semiurban,0.2899,Y
Male,Yes,2,Not Graduate,No,61099,21661,33.6,360.0,1.0,791,43,1,Urban,0.1128,Y
Male,Yes,2,Graduate,No,83544,29909,39.9,,1.0,579,47,0,Semiurban,0.1172,Y
Male,No,2,Graduate,No,43282,0,18.3,360.0,1.0,639,48,1,Urban,0.1174,Y
Female,Yes,1,Graduate,Yes,82168,12981,50.0,360.0,0.0,638,36,0,Rural,0.146,N
Female,No,2,Graduate,No,19266,0,18.3,360.0,0.0,546,39,2,Urban,0.2638,N
Male,Yes,0,Graduate,No,22186,13540,15.0,240.0,1.0,646,50,1,Semiurban,0.1749,Y
Male,No,0,Graduate,No,49140,0,45.3,,0.0,664,34,0,Rural,0.5121,N
Male,Yes,0,Graduate,No,56306,29246,44.4,360.0,1.0,635,42,0,Rural,0.1442,Y
Male,No,1,Graduate,No,87403,0,13.8,360.0,,850,43,1,Semiurban,0.0439,Y
Male,Yes,0,Graduate,Yes,61051,0,12.7,240.0,1.0,850,30,0,Semiurban,0.0867,Y
Female,No,0,Not Graduate,No,24421,0,57.9,360.0,1.0,691,43,3,Urban,0.6586,N
Male,No,0,Not Graduate,Yes,49342,0,18.9,120.0,0.0,702,21,0,Urban,0.3192,N
Male,No,0,Graduate,No,59896,0,20.1,240.0,1.0,727,48,2,Urban,0.1398,Y
Male,Yes,2,Graduate,No,17377,24622,17.3,360.0,0.0,553,55,1,Rural,0.1144,N
Male,Yes,0,Graduate,No,43399,22971,44.4,300.0,0.0,768,48,0,Urban,0.223,Y
Male,Yes,0,Not Graduate,No,37504,0,72.7,300.0,1.0,745,54,2,Semiurban,0.6461,Y
Male,Yes,2,Not Graduate,No,31973,19205,20.9,360.0,1.0,629,30,2,Urban,0.1134,Y
Female,No,0,Not Graduate,No,56919,0,85.7,360.0,0.0,631,36,1,Semiurban,0.4182,N
Male,Yes,1,Graduate,No,24963,0,14.4,360.0,1.0,850,39,0,Semiurban,0.1602,Y
Male,Yes,,Graduate,No,54636,0,17.0,300.0,1.0,710,39,0,Rural,0.1037,Y
Female,Yes,3+,Graduate,No,58674,15311,30.1,360.0,1.0,729,33,1,Urban,0.113,Y
Female,Yes,2,Graduate,No,76258,7510,12.3,360.0,1.0,683,28,0,Urban,0.0408,Y
Female,Yes,0,Graduate,No,25293,45205,29.8,360.0,1.0,742,57,1,Urban,0.1174,Y
Female,No,1,Graduate,No,20897,0,14.7,300.0,1.0,622,29,1,Urban,0.2345,Y
Male,Yes,0,Graduate,No,50993,23409,8.0,180.0,0.0,518,56,1,Semiurban,0.0597,N
Male,Yes,0,Graduate,No,38440,13163,7.1,360.0,0.0,559,43,1,Urban,0.0382,N
Male,Yes,0,Not Graduate,No,189345,6937,16.5,180.0,0.0,605,40,0,Urban,0.0467,Y
Female,Yes,0,Graduate,No,55784,15182,25.8,300.0,0.0,690,44,0,Rural,0.1212,N
Female,Yes,2,Not Graduate,No,45665,16982,8.9,240.0,1.0,697,55,1,Semiurban,0.0592,Y
Male,No,0,Not Graduate,Yes,40684,0,22.4,300.0,1.0,784,21,0,Urban,0.1835,Y
Male,No,1,Not Graduate,No,24124,0,22.4,300.0,1.0,670,42,0,Urban,0.3095,Y
Female,No,0,Not Graduate,No,58803,0,18.2,360.0,0.0,643,40,0,Urban,0.086,Y
Male,No,0,Not Graduate,Yes,42635,0,11.5,360.0,0.0,698,40,0,Semiurban,0.0749,N
Male,Yes,3+,Graduate,No,42653,0,23.2,240.0,1.0,700,48,1,Semiurban,0.2266,Y
Female,No,0,Graduate,No,46501,0,18.4,360.0,1.0,742,31,1,Semiurban,0.1099,Y
Female,No,1,Graduate,No,49543,0,36.2,360.0,1.0,657,25,0,Urban,0.203,Y
Female,No,0,Graduate,No,18590,0,9.2,240.0,,763,23,1,Semiurban,0.2062,Y
Female,Yes,0,Not Graduate,No,67407,0,21.5,360.0,1.0,458,28,0,Semiurban,0.0886,Y
Male,No,0,Graduate,No,29050,0,9.4,240.0,0.0,444,46,1,Semiurban,0.1348,N
Female,No,2,Graduate,Yes,41398,0,,300.0,1.0,762,44,2,Rural,0.1401,Y
Female,No,,Graduate,No,84369,0,10.4,360.0,1.0,563,48,0,Urban,0.0342,Y
Male,Yes,0,Not Graduate,No,107982,0,11.6,360.0,1.0,666,33,0,Urban,0.0298,Y
Male,No,0,Graduate,No,18954,0,20.0,300.0,1.0,836,33,1,Rural,0.3517,Y
Male,No,2,Graduate,No,45032,0,14.3,240.0,1.0,788,56,3,Urban,0.1323,Y
Male,No,1,Graduate,Yes,50841,0,48.4,240.0,1.0,850,49,0,Urban,0.3967,Y
Female,Yes,1,Graduate,No,20873,15532,40.8,360.0,1.0,717,46,0,Semiurban,0.3113,Y
Female,No,0,Graduate,No,66257,0,32.6,300.0,1.0,703,21,3,Semiurban,0.164,Y
Male,Yes,2,Graduate,Yes,47011,30806,32.2,360.0,1.0,711,60,0,Rural,0.1149,Y
Male,Yes,2,Not Graduate,No,48878,0,21.7,300.0,0.0,507,37,0,Urban,0.148,N
Female,Yes,2,Graduate,No,28035,14132,43.9,120.0,1.0,691,40,1,Urban,0.8676,Y
Male,No,2,Graduate,No,54527,0,16.8,,1.0,597,43,0,Urban,0.0856,Y
Male,Yes,1,Not Graduate,No,67448,0,71.6,180.0,1.0,816,40,2,Semiurban,0.5897,N
Female,Yes,0,Not Graduate,Yes,47271,0,11.4,360.0,0.0,656,36,1,Urban,0.067,N
Male,No,2,Not Graduate,No,34305,0,10.2,360.0,1.0,606,40,3,Semiurban,0.0826,Y
Male,No,3+,Graduate,Yes,35666,0,8.7,360.0,1.0,650,45,0,Urban,0.0678,Y
Male,Yes,0,Not Graduate,No,49523,49503,9.7,360.0,0.0,625,47,1,Urban,0.0272,Y
Male,No,0,Graduate,No,45451,0,7.6,360.0,1.0,734,51,1,Semiurban,0.0464,Y
Female,No,3+,Not Graduate,No,69732,0,22.8,300.0,1.0,616,26,2,Rural,0.109,Y
Male,Yes,0,Graduate,No,34887,58837,33.5,360.0,1.0,716,32,0,Rural,0.0993,Y
Male,Yes,2,Graduate,No,24120,15870,20.5,360.0,0.0,641,47,1,Rural,0.1424,N
Female,Yes,0,Graduate,No,53087,0,8.7,300.0,0.0,644,21,1,Semiurban,0.0546,Y
Female,Yes,0,Graduate,No,34935,0,15.2,300.0,1.0,850,40,1,Urban,0.145,Y
Male,Yes,0,Not Graduate,No,65633,0,33.3,300.0,0.0,613,29,2,Urban,0.1691,N
Male,No,0,Graduate,Yes,44523,0,16.4,240.0,1.0,598,44,1,Semiurban,0.1535,Y
Female,No,0,Graduate,No,61538,0,12.4,180.0,,614,29,1,Urban,0.1119,Y
Male,Yes,0,Graduate,No,26711,30738,8.1,240.0,1.0,823,34,1,Urban,0.0587,Y
Male,Yes,1,Graduate,No,47653,105199,15.6,360.0,1.0,850,35,0,Urban,0.0283,Y
Female,Yes,3+,Not Graduate,No,31269,14077,13.2,360.0,,707,41,0,Semiurban,0.0809,Y
Female,Yes,0,Not Graduate,No,24096,19572,19.1,360.0,1.0,744,49,0,Urban,0.1215,Y
Female,Yes,0,Not Graduate,No,28838,20259,26.7,360.0,1.0,718,49,1,Urban,0.1511,Y
Female,No,0,Graduate,No,33785,0,17.0,300.0,1.0,683,40,0,Semiurban,0.1677,Y
Female,No,0,Graduate,Yes,82648,0,22.4,240.0,1.0,576,26,1,Urban,0.1129,Y
Male,Yes,0,Graduate,No,33341,41950,26.7,360.0,1.0,753,66,0,Semiurban,0.0985,Y
Female,No,0,Graduate,No,23488,0,9.6,360.0,1.0,850,37,1,Semiurban,0.1135,Y
Male,Yes,0,Graduate,No,47370,29837,62.3,360.0,1.0,725,41,0,Urban,0.2241,Y
Male,No,0,Not Graduate,Yes,45008,0,12.9,360.0,1.0,683,41,0,Rural,0.0796,Y
,Yes,0,Graduate,No,34682,0,27.4,360.0,1.0,671,42,0,Urban,0.2194,Y
Male,Yes,1,Graduate,No,40921,0,10.2,360.0,0.0,635,29,2,Semiurban,0.0692,N
Male,No,0,Graduate,Yes,72266,0,21.5,240.0,1.0,814,43,0,Semiurban,0.124,Y
Female,Yes,2,Graduate,,62029,37111,21.9,240.0,1.0,758,58,0,Rural,0.092,Y
Male,No,3+,Not Graduate,No,59404,0,54.4,360.0,0.0,422,21,2,Semiurban,0.2544,N
,Yes,3+,Graduate,No,24542,47221,17.5,300.0,1.0,850,38,0,Urban,0.0813,Y
Male,Yes,3+,Graduate,No,187827,20191,43.8,360.0,1.0,785,26,1,Semiurban,0.0585,Y
Female,Yes,0,Graduate,No,75029,60912,23.9,300.0,1.0,694,49,2,Urban,0.0586,Y
Female,Yes,0,Not Graduate,No,57441,0,61.0,180.0,0.0,542,51,1,Semiurban,0.59,N
Male,No,0,Not Graduate,No,24781,0,6.9,360.0,1.0,670,37,2,Urban,0.0773,Y
Female,Yes,2,Graduate,No,71244,21585,26.8,360.0,0.0,668,39,0,Semiurban,0.0802,Y
Male,No,2,Graduate,No,34525,0,4.0,240.0,1.0,532,28,1,Urban,0.0483,Y
Female,No,2,Graduate,No,40250,0,19.4,360.0,0.0,636,21,3,Semiurban,0.1339,Y
Male,No,0,Graduate,No,19141,0,37.1,300.0,1.0,735,35,2,Semiurban,0.646,N
Male,Yes,2,Not Graduate,No,23843,7064,47.8,360.0,1.0,734,36,1,Urban,0.4296,Y
Female,No,0,Not Graduate,No,55231,0,31.3,360.0,1.0,605,38,0,Rural,0.1574,Y
Male,Yes,0,Not Graduate,No,73359,0,16.9,240.0,1.0,557,21,3,Semiurban,0.096,Y
Male,Yes,2,Graduate,No,62471,30517,27.9,360.0,1.0,850,21,0,Urban,0.0833,Y
Female,Yes,0,Not Graduate,No,61415,66203,90.9,360.0,1.0,722,22,0,Urban,0.1979,Y
Female,Yes,3+,Graduate,No,42942,16959,21.0,240.0,0.0,764,39,0,Semiurban,0.1461,Y
Male,Yes,0,Not Graduate,No,36194,6055,35.8,360.0,1.0,791,44,0,Urban,0.2354,Y
Male,Yes,2,Graduate,No,51249,50902,15.5,360.0,1.0,720,25,2,Rural,0.0421,Y
Male,Yes,0,Graduate,No,66883,0,38.2,360.0,1.0,731,35,0,Urban,0.1586,Y
Male,Yes,2,Graduate,No,44464,26837,34.6,360.0,0.0,687,32,0,Urban,0.1348,Y
Male,No,2,Graduate,No,81237,0,13.9,240.0,0.0,697,60,0,Rural,0.0713,Y
Female,Yes,3+,Graduate,No,39834,53346,32.0,240.0,1.0,753,34,0,Rural,0.1431,Y
Female,Yes,0,Not Graduate,No,27170,21674,,360.0,1.0,808,33,1,Urban,0.1871,Y
Male,Yes,3+,Graduate,Yes,44127,0,31.3,360.0,,813,29,1,Semiurban,0.197,Y
Male,No,0,Graduate,No,46769,0,19.6,360.0,1.0,740,21,1,Urban,0.1164,Y
Male,Yes,0,Graduate,Yes,42573,13920,42.0,300.0,1.0,656,45,1,Semiurban,0.2478,Y
Male,Yes,0,Graduate,No,84148,18708,11.5,300.0,1.0,755,35,0,Rural,0.0373,Y
Female,Yes,2,Not Graduate,No,66347,33919,20.2,240.0,1.0,643,34,1,Urban,0.0839,Y
Male,No,0,Graduate,No,21688,0,21.5,180.0,0.0,556,40,1,Urban,0.5507,N
Male,Yes,2,Graduate,No,95529,40967,40.6,180.0,1.0,746,21,0,Urban,0.1652,Y
Female,No,1,Not Graduate,No,12000,0,11.2,360.0,1.0,703,57,0,Urban,0.2592,Y
Male,Yes,0,Not Graduate,No,130029,28771,23.2,240.0,1.0,828,21,0,Urban,0.0609,Y
Female,Yes,3+,Graduate,No,38421,60376,14.9,360.0,1.0,651,58,0,Rural,0.0419,Y
Male,Yes,0,Not Graduate,No,40345,28271,21.4,360.0,1.0,518,38,0,Urban,0.0866,Y
Female,Yes,2,Graduate,Yes,43045,23156,25.4,360.0,1.0,828,34,0,Semiurban,0.1066,Y
Female,Yes,0,Not Graduate,No,53777,0,9.3,300.0,1.0,714,45,0,Rural,0.0576,Y
Female,Yes,0,Graduate,No,44350,0,42.9,360.0,1.0,719,34,0,Semiurban,0.2687,Y
Female,Yes,0,Not Graduate,Yes,41494,27409,26.0,360.0,1.0,639,48,0,Semiurban,0.1048,Y
Male,No,0,Graduate,No,85345,0,12.0,360.0,1.0,540,41,0,Urban,0.0391,Y
Male,Yes,0,Graduate,Yes,58853,0,16.4,360.0,1.0,636,46,1,Semiurban,0.0774,Y
Female,No,0,Graduate,No,27463,0,49.2,360.0,1.0,761,49,0,Urban,0.4976,Y
Female,Yes,,Graduate,No,64237,54151,25.8,360.0,1.0,692,36,2,Rural,0.0605,Y
Male,Yes,0,Not Graduate,No,57645,14819,11.3,240.0,1.0,680,49,2,Urban,0.065,Y
Male,Yes,0,Graduate,Yes,33771,0,12.6,360.0,0.0,437,44,1,Semiurban,0.1036,N
Male,Yes,2,Graduate,No,65912,0,29.2,360.0,1.0,850,53,0,Semiurban,0.1231,Y
Male,Yes,1,Graduate,No,40995,0,31.4,180.0,1.0,705,34,2,Semiurban,0.4255,Y
Male,Yes,2,Graduate,Yes,39702,25305,25.0,360.0,1.0,850,53,0,Urban,0.1068,Y
Female,No,1,Not Graduate,No,39165,0,16.9,360.0,1.0,743,29,0,Urban,0.1199,Y
Male,No,1,Graduate,No,13173,0,32.6,360.0,1.0,850,21,1,Rural,0.6874,N
Male,Yes,1,Graduate,Yes,34086,7807,16.7,120.0,1.0,645,23,0,Urban,0.3322,Y
Male,No,0,Graduate,No,63360,0,12.0,180.0,1.0,574,34,1,Urban,0.1052,Y
Female,No,1,Not Graduate,No,43862,0,52.0,120.0,0.0,573,41,1,Semiurban,0.9879,N
Female,Yes,0,Graduate,No,23328,0,26.9,240.0,1.0,760,38,0,Rural,0.4804,Y
Male,No,2,Graduate,No,71849,0,12.5,360.0,1.0,770,47,0,Urban,0.0483,Y
Male,Yes,2,Not Graduate,No,38204,0,21.8,180.0,1.0,746,25,3,Semiurban,0.317,Y
Female,Yes,0,Not Graduate,No,24082,50231,20.4,360.0,1.0,850,57,1,Semiurban,0.0763,Y
Male,Yes,2,Not Graduate,No,133654,0,16.3,,1.0,745,53,0,Urban,0.0339,Y
Male,Yes,0,Not Graduate,Yes,26197,0,23.1,120.0,1.0,682,48,1,Semiurban,0.7348,N
Male,Yes,0,Not Graduate,No,68854,42340,11.5,120.0,1.0,689,52,0,Rural,0.0862,Y
Female,Yes,0,Not Graduate,No,30192,0,33.9,360.0,1.0,638,21,2,Rural,0.3119,Y
,No,2,Not Graduate,No,47473,0,20.0,360.0,1.0,736,46,0,Urban,0.117,N
Male,No,2,Graduate,No,28252,0,7.6,180.0,1.0,807,46,2,Semiurban,0.1494,Y
Male,No,2,Graduate,No,23869,0,17.5,300.0,1.0,837,49,3,Semiurban,0.2444,Y
Male,No,0,Graduate,No,57590,0,13.9,360.0,1.0,683,47,3,Urban,0.067,Y
Male,No,0,Graduate,No,54320,0,3.3,240.0,1.0,705,43,0,Semiurban,0.0253,Y
Female,Yes,1,Not Graduate,,78616,61645,18.3,360.0,1.0,652,42,3,Urban,0.0362,Y
Male,Yes,0,Not Graduate,No,43600,19816,37.4,240.0,1.0,797,51,0,Urban,0.2457,Y
Female,Yes,1,Not Graduate,No,134615,13064,18.8,300.0,0.0,479,31,0,Urban,0.0424,Y
Female,No,0,Not Graduate,No,50725,0,30.7,360.0,0.0,525,42,0,Urban,0.1681,N
Female,Yes,0,Graduate,Yes,58888,0,20.2,120.0,1.0,336,32,1,Semiurban,0.2858,Y
Female,No,0,Not Graduate,No,22489,0,15.3,300.0,1.0,604,36,1,Urban,0.2268,Y
Male,,1,Graduate,No,32629,2703,12.9,300.0,0.0,537,21,1,Semiurban,0.1217,N
Male,Yes,0,Graduate,Yes,57517,41191,9.3,360.0,1.0,664,28,3,Urban,0.0262,Y
Female,No,0,Graduate,,42527,0,35.0,120.0,1.0,593,33,0,Semiurban,0.6858,N
Female,Yes,0,Not Graduate,No,48720,0,31.1,300.0,1.0,608,33,0,Rural,0.2128,N
Female,Yes,0,Graduate,No,29488,8832,17.0,300.0,1.0,824,34,1,Urban,0.1479,Y
Male,Yes,0,Not Graduate,No,47145,0,6.0,120.0,1.0,640,25,1,Semiurban,0.1061,Y
Female,Yes,0,Graduate,No,47064,14127,26.7,300.0,0.0,427,34,0,Semiurban,0.1454,N
Male,No,1,Graduate,No,24582,0,11.7,360.0,0.0,496,50,2,Semiurban,0.1322,N
Female,Yes,0,Graduate,No,61162,14617,21.9,240.0,1.0,617,35,0,Urban,0.1204,Y
Female,Yes,2,Graduate,No,18958,41360,8.0,360.0,1.0,704,52,1,Semiurban,0.0368,Y
Male,Yes,1,Not Graduate,No,48636,11295,21.2,240.0,1.0,742,52,0,Urban,0.1474,Y
Female,No,0,Graduate,No,107237,0,18.6,180.0,,588,32,0,Urban,0.0964,Y
Male,Yes,,Not Graduate,Yes,62335,0,4.7,240.0,1.0,737,44,2,Semiurban,0.0314,Y
Male,Yes,2,Not Graduate,Yes,62140,16918,53.0,300.0,1.0,836,24,0,Urban,0.2235,Y
Male,No,0,Not Graduate,No,28319,0,16.5,240.0,0.0,681,26,2,Semiurban,0.2428,N
Female,Yes,0,Graduate,No,107423,14038,17.2,360.0,0.0,642,39,0,Semiurban,0.0393,Y
Female,No,0,Not Graduate,No,88288,0,27.7,360.0,1.0,747,44,1,Rural,0.0872,Y
Female,Yes,1,Graduate,Yes,29092,0,19.5,180.0,1.0,681,56,1,Urban,0.3724,Y
Male,Yes,1,Graduate,No,34983,30903,25.0,360.0,1.0,838,36,0,Rural,0.1054,Y
Female,Yes,3+,Graduate,No,83061,0,10.1,120.0,1.0,749,40,2,Semiurban,0.1013,Y
Female,No,2,Not Graduate,No,108888,0,18.4,120.0,1.0,638,39,0,Urban,0.1408,Y
Male,No,0,Graduate,No,23568,0,6.4,180.0,0.0,576,58,1,Urban,0.1509,N
Female,Yes,0,Graduate,Yes,26853,67316,17.4,300.0,1.0,649,53,2,Semiurban,0.0616,Y
Male,Yes,0,Graduate,No,41279,0,47.8,120.0,0.0,578,42,0,Rural,0.965,N
Female,No,0,Graduate,No,14980,0,8.1,360.0,0.0,699,47,1,Semiurban,0.1502,N
Male,No,0,Graduate,,44780,0,16.3,120.0,1.0,694,42,0,Semiurban,0.3033,Y
Male,No,0,Not Graduate,No,80248,0,5.6,300.0,1.0,638,50,0,Urban,0.0233,Y
Male,Yes,0,Graduate,No,21605,42932,20.2,360.0,1.0,804,47,0,Urban,0.0869,Y
Female,No,0,Not Graduate,No,47266,0,26.6,240.0,1.0,825,35,2,Urban,0.2345,Y
Male,Yes,0,Graduate,No,33160,57886,25.3,360.0,0.0,519,39,0,Semiurban,0.0772,N
Male,,3+,Not Graduate,No,100707,80855,14.0,240.0,1.0,843,40,0,Urban,0.0321,Y
Female,Yes,1,Graduate,No,33360,47173,5.5,240.0,1.0,797,40,2,Urban,0.0285,Y
Female,No,3+,Graduate,No,94797,0,9.5,360.0,0.0,540,32,0,Urban,0.0278,Y
Male,Yes,0,Graduate,No,32901,37606,42.7,300.0,1.0,820,42,1,Rural,0.2019,Y
Male,Yes,0,Graduate,No,65224,0,34.0,360.0,1.0,599,32,1,Semiurban,0.1448,Y
Male,No,0,Not Graduate,No,50311,0,19.0,240.0,1.0,667,32,1,Urban,0.1574,Y
Male,Yes,0,Graduate,No,41393,8220,22.1,300.0,1.0,611,37,0,Rural,0.1485,Y
Female,No,0,Not Graduate,No,29874,0,10.8,180.0,1.0,622,41,1,Urban,0.2008,Y
Female,No,3+,Not Graduate,No,52133,0,43.6,300.0,1.0,787,51,2,Urban,0.2788,Y
Female,Yes,3+,Graduate,,35587,22486,13.0,300.0,1.0,709,46,0,Urban,0.0746,Y
Male,No,0,Graduate,No,31417,0,26.1,120.0,0.0,490,50,0,Urban,0.6923,N
Female,No,0,Graduate,No,92629,0,9.1,300.0,0.0,537,57,3,Urban,0.0327,N
Male,No,0,Graduate,Yes,58324,0,18.0,180.0,1.0,650,32,0,Semiurban,0.1715,Y
Female,No,0,Graduate,No,61195,0,42.5,360.0,1.0,733,46,0,Semiurban,0.1929,Y
Female,No,0,Not Graduate,No,36468,0,11.4,300.0,1.0,850,46,0,Semiurban,0.1042,Y
Female,Yes,0,Graduate,Yes,40417,43797,31.5,360.0,1.0,729,41,0,Semiurban,0.1039,Y
Female,Yes,0,Graduate,Yes,39172,12859,10.5,360.0,0.0,614,48,0,Rural,0.0561,N
Male,No,0,Graduate,No,52503,0,11.7,180.0,1.0,849,39,0,Urban,0.1238,Y
Female,Yes,0,Graduate,Yes,61139,65560,20.0,300.0,1.0,661,45,0,Semiurban,0.0526,Y
Male,Yes,0,Not Graduate,No,43690,6897,36.0,120.0,0.0,710,22,2,Semiurban,0.593,N
Female,No,0,Not Graduate,No,29842,0,16.8,120.0,1.0,672,38,1,Rural,0.4691,Y
Male,No,3+,Not Graduate,No,64879,0,29.1,,0.0,558,46,0,Urban,0.3738,N
Female,Yes,0,Not Graduate,No,45103,19410,39.9,300.0,1.0,680,49,0,Urban,0.2062,Y
Male,No,2,Graduate,No,21581,0,12.6,300.0,1.0,700,29,3,Semiurban,0.1946,N
Male,No,2,Graduate,No,15250,0,8.0,180.0,1.0,694,37,3,Semiurban,0.2914,Y
Male,Yes,3+,Graduate,No,51480,9677,16.2,240.0,1.0,742,26,3,Urban,0.1104,Y
Female,No,2,Not Graduate,No,29298,0,43.1,240.0,1.0,672,34,3,Semiurban,0.6129,N
Female,Yes,1,Not Graduate,No,55024,52168,12.3,240.0,1.0,719,41,1,Urban,0.0478,Y
Male,Yes,,Graduate,No,30097,16981,36.9,360.0,1.0,565,49,0,Rural,0.2177,Y
Male,Yes,0,Graduate,No,47410,32825,17.2,360.0,1.0,780,48,3,Urban,0.0595,Y
Female,Yes,0,Graduate,Yes,36710,15685,57.6,300.0,1.0,812,40,1,Urban,0.3664,N
Male,Yes,3+,Not Graduate,Yes,106506,9767,77.3,360.0,1.0,730,31,1,Urban,0.1847,Y
Male,No,2,Graduate,No,71336,0,37.3,300.0,1.0,777,36,2,Semiurban,0.1743,Y
Male,No,3+,Not Graduate,Yes,86999,0,7.5,360.0,1.0,635,66,1,Urban,0.0239,Y
Male,Yes,2,Graduate,No,44892,18661,4.7,180.0,1.0,847,23,1,Semiurban,0.0411,Y
Male,No,2,Graduate,No,66915,0,20.8,240.0,1.0,727,25,0,Rural,0.1295,Y
Male,Yes,1,Not Graduate,No,46436,11245,34.6,360.0,0.0,446,40,0,Urban,0.1666,N
Male,Yes,2,Graduate,Yes,92484,46278,27.1,360.0,0.0,699,46,0,Semiurban,0.0542,Y
Male,No,0,Not Graduate,No,42775,0,13.0,360.0,,775,47,1,Urban,0.0844,Y
Male,Yes,3+,Graduate,No,22054,37478,8.2,180.0,1.0,850,41,2,Urban,0.0765,Y
Male,Yes,2,Graduate,No,16329,16977,35.1,180.0,1.0,850,21,0,Urban,0.5855,Y
Male,No,,Not Graduate,No,102146,0,61.3,300.0,0.0,711,36,2,Urban,0.2,N
Female,Yes,1,Graduate,No,56345,66051,13.4,360.0,1.0,753,21,0,Semiurban,0.0304,Y
Male,No,0,Graduate,Yes,58228,0,33.0,240.0,0.0,654,42,3,Urban,0.2361,N
Male,Yes,0,Not Graduate,No,93417,88939,95.8,360.0,1.0,613,43,0,Rural,0.1459,Y
Male,Yes,3+,Graduate,No,19421,12754,17.9,360.0,1.0,685,37,1,Semiurban,0.1545,Y
Male,Yes,1,Graduate,No,37075,0,18.1,360.0,1.0,850,25,0,Semiurban,0.1356,Y
Male,Yes,0,Not Graduate,No,39417,24199,28.1,360.0,0.0,435,29,0,Rural,0.1227,N
Male,Yes,0,Graduate,No,64289,29285,16.9,360.0,1.0,738,21,0,Rural,0.0502,Y
Female,Yes,2,Not Graduate,No,31372,0,44.9,240.0,1.0,706,37,1,Semiurban,0.5963,Y
Male,No,2,Not Graduate,No,24326,0,15.8,360.0,1.0,787,70,0,Semiurban,0.1804,Y
Female,,2,Graduate,No,24217,0,19.7,360.0,1.0,728,37,3,Urban,0.226,Y
Male,Yes,1,Graduate,No,78803,20671,8.5,360.0,1.0,819,33,1,Semiurban,0.0237,Y
Male,Yes,0,Graduate,No,30599,0,17.4,120.0,0.0,591,40,0,Semiurban,0.4739,N
Male,Yes,0,Graduate,No,33658,10201,11.0,360.0,0.0,660,25,1,Rural,0.0697,N
Male,No,0,Not Graduate,,60916,0,24.7,360.0,0.0,623,26,0,Urban,0.1126,N
Male,,2,Not Graduate,No,31274,0,7.4,360.0,0.0,564,31,1,Urban,0.0657,N
Female,Yes,0,Graduate,No,18912,11124,36.2,240.0,0.0,551,48,1,Urban,0.5022,N
Male,No,1,Graduate,Yes,20114,0,11.9,360.0,1.0,825,42,0,Rural,0.1643,Y
Female,Yes,0,Not Graduate,No,43114,118582,58.6,240.0,1.0,766,36,1,Urban,0.151,Y
Female,Yes,0,Graduate,Yes,56878,15694,45.7,120.0,1.0,800,46,0,Semiurban,0.5248,Y
Male,Yes,3+,Not Graduate,Yes,40090,30298,27.7,300.0,1.0,823,57,0,Semiurban,0.1312,Y
Male,Yes,0,Not Graduate,No,55007,81890,8.0,180.0,0.0,543,46,1,Urban,0.0325,N
Male,Yes,2,Graduate,Yes,19803,0,13.8,180.0,1.0,686,27,0,Semiurban,0.3871,Y
Male,Yes,0,Graduate,No,20483,17739,11.7,300.0,1.0,679,21,0,Semiurban,0.102,Y
Male,No,0,Not Graduate,No,136895,0,12.6,360.0,0.0,683,21,0,Urban,0.0256,Y
Male,Yes,0,Graduate,Yes,82157,7612,51.7,360.0,0.0,598,48,1,Semiurban,0.16,Y
Male,Yes,0,Graduate,No,65152,66076,18.3,360.0,1.0,726,30,0,Rural,0.0387,Y
Male,Yes,2,Graduate,No,31893,14621,13.5,360.0,0.0,495,47,2,Rural,0.0806,N
Female,Yes,0,Not Graduate,No,39379,11928,12.8,300.0,1.0,784,33,1,Semiurban,0.0832,Y
